zn
27
25
24
3
12
9
3
16
22
4
16
18
4
9
4
24
10
23
3
7
18
7
4
13
3
5
24
13
11
23
23
1
21
16
4
4
16
4
24
22
24
29
25
7
25
3
19
24
4
9
28
18
13
10
4
28
24
5
27
9
5
4
18
21
18
25
13
6
25
5
24
0
24
19
0
13
17
13
27
3
6
5
4
18
23
21
7
13
2
0
23
4
4
18
21
21
9
13
4
28
24
0
15
2
23
5
11
23
23
25
0
13
18
18
14
9
23
18
11
3
18
24
3
19
23
7
3
18
25
9
3
25
24
23
16
7
24
23
4
4
25
4
0
4
24
4
13
19
18
13
0
0
13
1
18
23
22
22
13
22
4
3
25
17
22
10
4
1
13
24
16
12
23
9
13
1
0
13
3
10
13
11
0
9
10
18
21
15
1
3
1
22
1
18
1
0
9
1
11
0
21
3
15
13
11
24
9
0
13
13
1
24
23
23
4
25
7
13
3
3
29
3
13
25
0
7
19
0
28
9
7
11
0
23
0
28
9
3
9
0
19
18
3
1
9
13
27
4
10
17
9
18
0
4
15
4
4
17
1
13
11
16
1
4
13
13
24
13
1
4
25
3
22
25
7
9
13
17
2
9
3
23
1
24
3
13
13
3
25
9
18
24
3
21
13
14
9
6
23
2
24
25
3
3
17
7
21
10
15
0
18
7
21
4
22
1
1
17
3
10
17
9
3
24
22
13
1
3
1
18
21
4
3
7
26
10
0
19
0
11
16
2
18
13
17
11
6
23
3
11
3
9
4
13
3
10
5
21
24
2
24
4
3
28
3
13
1
22
13
18
20
0
3
9
6
4
23
7
21
19
23
13
13
23
4
13
4
10
17
24
23
7
1
13
13
21
9
24
4
28
5
9
11
24
23
22
24
24
7
19
0
23
11
13
13
4
23
3
13
3
17
1
9
0
15
0
18
9
18
19
13
18
13
4
11
28
21
24
18
13
9
4
24
22
9
7
7
3
0
24
7
4
24
18
23
9
0
1
3
23
13
17
5
0
16
4
3
3
18
25
9
7
19
18
18
13
18
24
23
24
11
3
0
0
24
13
13
25
23
13
28
7
19
4
18
0
19
13
3
18
6
7
24
4
13
4
6
24
13
3
24
17
23
23
22
14
4
9
16
4
0
3
15
24
21
9
3
24
17
3
28
4
24
13
25
24
5
13
17
18
7
2
7
21
0
25
19
13
1
13
13
13
23
4
3
3
3
3
24
5
6
24
2
25
18
13
4
18
9
9
1
0
3
15
24
3
13
24
6
3
3
24
17
18
18
0
24
13
13
16
4
19
9
9
19
4
13
0
9
4
4
10
4
4
24
24
3
6
13
17
9
9
18
1
23
25
3
3
23
25
9
18
4
16
10
22
25
3
3
18
13
10
18
24
3
11
23
1
24
23
3
4
0
24
18
3
18
13
9
3
17
7
22
11
9
0
16
9
25
17
10
9
19
4
25
13
1
11
3
1
0
25
18
19
9
6
24
0
0
10
9
3
16
4
16
0
3
19
25
0
17
13
3
4
4
2
21
13
9
3
9
3
18
